term,score,date
freedom,1.6831685024356262,1985
apartheid,1.0,1985
spirit,1.0,1985
years,1.0,1985
people,0.7603921328289671,1985
world,0.6332082978381529,1985
amongst,0.6091166829809851,1985
peace,0.5895998377613468,1985
care,0.538289466760678,1985
free,0.5141506729923219,1985
even,0.48630355581365153,1985
life,0.4628548625501593,1985
land,0.4517039782518584,1985
confidence,0.43717650345620446,1985
struggle,0.41138887552752007,1985
